瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%),钦拌 老炼矫埃(hr),钦拌 老荤樊(MJ/m2),乞闭 傈款樊(1/10)
131,没林,2023-12-16,-1.7,-7.5,6.1,4.3,2.7,78.4,.8,4.55,9.3
131,没林,2023-12-17,-8.1,-10.4,-5.2,,1.5,52.5,8.1,11.17,.3
131,没林,2023-12-18,-6.3,-10.2,-4,,1.3,53.6,3.4,8.39,6.6
131,没林,2023-12-19,-2.4,-6.9,.4,0,.8,54.9,1.1,5.03,8.8
131,没林,2023-12-20,-5.4,-8.9,-.9,.2,1.6,67.3,1.5,5.84,7.3
131,没林,2023-12-21,-9.4,-11.4,-6.5,0,1.5,57.5,4.9,8.02,2.3
131,没林,2023-12-22,-9.2,-12.4,-5.7,,1.5,50.9,8.4,11.52,.4
131,没林,2023-12-23,-5.7,-11,-1.8,0,.8,55.5,8.2,11.11,1
131,没林,2023-12-24,-1.7,-4.6,1.7,.2,.9,69.6,3.2,6.59,6.1
131,没林,2023-12-25,0,-2.4,2.6,.1,.8,79.5,2,5.82,6.3
131,没林,2023-12-26,2.8,-.4,8,,.7,70.3,3.4,7.75,6.6
131,没林,2023-12-27,2.9,-1,8.1,,.5,71.3,7.8,9.26,1.9
131,没林,2023-12-28,1.7,-1.8,5.6,,.7,76,3.5,6.71,4.3
131,没林,2023-12-29,2.1,-1.2,6.1,,.8,70.8,2.3,6.9,5.1
131,没林,2023-12-30,.7,-1.8,2.7,2.2,.9,83,0,1.48,7.9
131,没林,2023-12-31,4.1,2.5,5.5,2,1,80.8,.1,.77,8.6
131,没林,2024-01-01,3.6,-.5,7.1,,.8,80.6,2.7,6.44,8.1
131,没林,2024-01-02,4.4,2.5,6.4,0,.8,70.1,0,2.2,9.5
131,没林,2024-01-03,2.6,.6,5.3,1.9,.9,72.9,0,3.33,7.6
131,没林,2024-01-04,2,-2,6,,.8,68.5,7.7,11.03,1.8
131,没林,2024-01-05,5,1.2,9.9,,1,72.8,1,4.15,4.8
131,没林,2024-01-06,2.2,-.4,6,.2,1.3,58.4,8.7,11.47,1.9
131,没林,2024-01-07,-2,-5.1,.8,0,1.9,52.6,6.3,9.47,2
131,没林,2024-01-08,-3.4,-7.4,1,,.9,46.3,8.7,11.93,1
131,没林,2024-01-09,-.1,-3.1,2.2,3,.9,72.9,.2,2.33,9.5
131,没林,2024-01-10,-.3,-1.1,.6,.2,1.3,79.8,0,2.24,8.8
131,没林,2024-01-11,1.4,-2.8,4.1,,1.1,71.1,0,4.9,7.9
131,没林,2024-01-12,3.4,.2,7.9,,1.3,54.4,8.1,11.36,1.5
131,没林,2024-01-13,1.6,-3,6.7,,.8,45.9,8.7,11.89,.3
131,没林,2024-01-14,1.6,-3.6,7.9,3.4,1,69,3.3,4.73,5.9
131,没林,2024-01-15,-1.8,-4.6,2.4,,1.5,45.5,8.8,12.52,.5
131,没林,2024-01-16,-1.1,-5.5,4.2,,.9,50.9,8.2,10.68,2.9
131,没林,2024-01-17,1.2,-1.8,2.9,8.4,.9,76.6,0,1.78,9.3
131,没林,2024-01-18,4.8,2.2,7,10.6,1.4,84.5,0,2,9
131,没林,2024-01-19,6.6,5.1,9.6,,2.7,61.1,1.9,6.88,8.1
131,没林,2024-01-20,4.1,2.5,7.1,7.5,3.2,75.8,0,.74,9.4
131,没林,2024-01-21,2.9,.3,7,.1,1.9,73.6,.3,4.9,8.8
131,没林,2024-01-22,-5.9,-10.2,.3,.1,2.5,67.9,4.3,9.6,8.5
131,没林,2024-01-23,-10,-12.4,-6.6,1.8,1.9,67.6,5.8,9.5,6.1
131,没林,2024-01-24,-7.1,-11.5,-3.6,0,1.9,55.6,8.1,10.4,3
131,没林,2024-01-25,-4.5,-8.7,.5,,1.1,47.1,9.3,13.35,0
131,没林,2024-01-26,-1.6,-6.2,2.7,,.7,63.5,1.4,7.17,3.6
131,没林,2024-01-27,.4,-3.5,4.9,,.9,60.5,8.6,13.36,2.5
131,没林,2024-01-28,.4,-2.6,3.7,,.8,60,3.9,8.6,4.4
131,没林,2024-01-29,0,-4.1,5.1,,.8,61.5,8.1,12.89,1.1
131,没林,2024-01-30,1.6,-4,8.6,,.5,58.4,9.2,12.92,1.8
131,没林,2024-01-31,5.9,.8,12.4,,.9,48.3,6.7,11.57,4.1
131,没林,2024-02-01,4.1,2.4,6.5,,1.1,61,0,5.17,8.8
131,没林,2024-02-02,4.1,1.2,8.9,,.9,61.1,5.7,11.06,3.8
131,没林,2024-02-03,5,.1,9.9,.1,.9,68.3,.4,5.44,9
131,没林,2024-02-04,6.3,1.7,10.3,.8,1.6,69.6,3.4,8.02,6.8
131,没林,2024-02-05,3.5,.5,6,7.5,3.6,82.8,0,3.35,10
131,没林,2024-02-06,1.9,.3,4.1,.2,1.6,79.5,0,2.29,9.3
131,没林,2024-02-07,1.2,-.3,3,0,1.1,62.3,.2,3.53,7.3
131,没林,2024-02-08,1.4,-2.5,6.4,,.9,62.6,8.6,14.19,2.9
131,没林,2024-02-09,1.6,-2.8,7,,1,58,7.2,13.3,3
131,没林,2024-02-10,2,-2.1,6.6,0,.9,61.9,5,9.27,1.4
131,没林,2024-02-11,1.3,-2.6,5.6,0,.9,63.4,3.3,8.78,3.3
131,没林,2024-02-12,4.4,-2.5,11.8,,.9,52.9,9.3,15.77,.5
131,没林,2024-02-13,8.9,.1,16.5,,1.2,58,9.1,15.09,4.3
131,没林,2024-02-14,13.6,8.8,18.8,0,1,68.4,2.9,7.98,6.1
131,没林,2024-02-15,6.4,1.7,13.8,1.9,1.6,76.1,0,.43,8.8
131,没林,2024-02-16,3.9,-.5,9.1,,1.1,56.8,9.7,16.45,.9
131,没林,2024-02-17,6.2,-1,13.6,,.8,59.8,8.7,16.27,1.1
131,没林,2024-02-18,6.4,1.1,10.1,21.7,.5,76.4,.4,3.7,7.1
131,没林,2024-02-19,10.4,5.6,14.4,13.3,1.2,91,0,1.13,9.9
131,没林,2024-02-20,5.8,3.9,8,4.3,1.7,80.9,0,1.64,9.8
131,没林,2024-02-21,4.4,1.5,6.9,20.3,2.5,84.6,0,1.39,10
131,没林,2024-02-22,1.2,.3,2.7,6.1,3.3,86.5,0,3.35,9.9
131,没林,2024-02-23,2.9,.3,5.9,0,3.2,66.9,1.2,8.67,8.3
131,没林,2024-02-24,2.9,.6,6.5,1.9,2.6,62,3.4,10.22,8
131,没林,2024-02-25,2.8,.8,5.2,.9,1.3,81.9,0,3.14,8.4
131,没林,2024-02-26,4.2,.4,9.2,,1.2,67.4,5.1,13.25,5
131,没林,2024-02-27,5.4,1.1,10.2,,1.9,48.9,7.7,14.85,5.6
131,没林,2024-02-28,6.9,3.4,11.1,,1.1,49.8,2.8,11.36,6.3
131,没林,2024-02-29,5.5,2.7,7.7,.1,1.3,62.3,0,4.07,8.4
131,没林,2024-03-01,-2.3,-5.1,2.7,,2.7,35.9,10,18.53,1.6
131,没林,2024-03-02,-.6,-6.9,4.8,,1.8,47.4,9.9,17.61,2
131,没林,2024-03-03,6,1.1,12.3,0,1.9,64,5.4,13.77,4.9
131,没林,2024-03-04,7.2,1.7,12.5,,1.1,60.8,5.4,12.43,8.6
131,没林,2024-03-05,7.4,5.9,9,1.1,2.4,70.5,0,2.05,9.5
131,没林,2024-03-06,7.3,2.5,11.7,,2.1,56.1,5.4,13.14,4.1
131,没林,2024-03-07,5.4,1.7,9.6,0,1.9,47.9,4.9,13.43,4.9
131,没林,2024-03-08,3.6,.8,8.8,0,2.4,42.8,9.9,20.09,1.9
131,没林,2024-03-09,2.8,-1.9,8.6,,1.3,39.4,10,20.56,0
131,没林,2024-03-10,5.2,-2.1,12.7,,.9,36.6,9.9,20.11,1
131,没林,2024-03-11,7,1.1,12.1,0,1.1,52.1,1.8,9.55,6
131,没林,2024-03-12,6.6,4.4,9.7,1,.9,73,0,4.55,6.8
131,没林,2024-03-13,7.4,1.7,14.3,,1.5,50.9,10.1,20.87,.8
131,没林,2024-03-14,9.1,2.7,17,,1.3,51.1,10.2,20.57,.3
131,没林,2024-03-15,10.5,3.4,19.1,,1.2,45.9,10.2,21.12,0
131,没林,2024-03-16,12.2,3.7,21.2,0,1.3,42.5,9.1,19.87,4.1
131,没林,2024-03-17,9.7,5.6,12.7,,2.2,47.1,5.4,13.25,7.5
131,没林,2024-03-18,8.5,2.2,15.6,,1.2,29,9.6,21.35,3
131,没林,2024-03-19,7.5,4.8,13.1,0,2.5,51.3,2.9,8.57,7.9
131,没林,2024-03-20,5.1,2.4,9.4,,2.4,43.3,9.9,22.17,.9
131,没林,2024-03-21,5.9,-.4,12.8,,1.4,47.4,10.4,22.42,2.1
131,没林,2024-03-22,10.9,3.7,17.7,1.1,1.5,52,5.9,15.15,7.8
131,没林,2024-03-23,15.2,11.1,21.2,0,1.1,56.3,8.9,21.22,5
131,没林,2024-03-24,15.7,12,21.4,,1.6,36.8,6.3,16.77,5.6
131,没林,2024-03-25,10.9,8,14.1,6.1,2.5,63.8,.1,4.8,9.6
131,没林,2024-03-26,7,2.8,10.4,17.7,2.6,73.6,4.4,12.43,6.5
131,没林,2024-03-27,11.1,3.8,17.4,,.9,61,9.9,19.29,5.9
131,没林,2024-03-28,10.2,9.5,12.1,10.9,1,83.1,0,1.67,9.3
131,没林,2024-03-29,9.8,6,13.6,0,2.2,73.1,3.4,8.89,3.1
131,没林,2024-03-30,10.6,2.2,17.7,,1.3,59.5,4.7,13.14,2.5
131,没林,2024-03-31,11.4,3.5,18.3,,1.1,43.6,11.5,21.75,2.6
131,没林,2024-04-01,13.6,5.8,22.1,,.9,35.3,11.3,23.67,.1
131,没林,2024-04-02,17.2,7.6,25.5,0,.8,39.5,8.1,20.78,6.9
131,没林,2024-04-03,14.9,13.6,17.6,11.4,1.9,82.1,0,4.03,9.8
131,没林,2024-04-04,14.7,13.1,17.2,0,1.8,62.1,.2,7.03,8.9
131,没林,2024-04-05,14.5,11.1,19.3,,1.4,51.4,4.4,15.6,6.8
131,没林,2024-04-06,14,9,19.7,,.8,52,5.1,15.31,5.3
131,没林,2024-04-07,16.4,8.3,24.7,,.9,39.9,11.5,24.39,3.8
131,没林,2024-04-08,16.9,10.5,24.2,,1,38.1,5,16.12,7.9
131,没林,2024-04-09,15.8,11.1,21.6,,2.2,41.4,11.2,24.9,.5
131,没林,2024-04-10,14.6,9.6,20.2,,1.4,50.9,8.3,19.76,7.1
131,没林,2024-04-11,16.9,12.1,22.5,,1.1,53.9,5.1,17.45,5
131,没林,2024-04-12,18.3,12.1,25.5,,1,52.9,11.4,24.04,1.4
131,没林,2024-04-13,20,12.5,28.6,,1.3,47.3,11.5,25.64,0
131,没林,2024-04-14,21.7,12.6,28.9,,1.3,39.8,11.1,23.87,3.9
131,没林,2024-04-15,17.2,13.6,21.1,12.3,1.5,73.6,0,2.94,9.5
131,没林,2024-04-16,15.4,12,21.8,2.9,1.9,67.1,7.9,20.44,4.3
131,没林,2024-04-17,15.8,9.6,23.1,,1.5,57.8,9.2,23.93,6.4
131,没林,2024-04-18,18.4,11,26.1,,1.1,42.6,11.3,25.31,.1
131,没林,2024-04-19,19.3,11.3,26.6,,1,41.9,11.2,24.78,4.9
131,没林,2024-04-20,14.7,13.3,18.2,14.8,2.3,78.4,0,2.75,9.8
131,没林,2024-04-21,16.9,13.6,19.5,0,2.3,69.9,0,4.63,9.6
131,没林,2024-04-22,18.4,15.1,23.5,,1.6,50.6,5.5,19.79,4.5
131,没林,2024-04-23,17.6,12.1,23,0,2.1,49.1,8.3,21.26,6.8
131,没林,2024-04-24,14.4,11.7,18.7,6.4,1.8,71.5,2.5,12.52,7.3
131,没林,2024-04-25,15.9,10.3,23.2,,1.2,62.6,7,21.18,3.9
131,没林,2024-04-26,18.9,11.8,26.9,,1,54.3,9.5,24.15,3.5
131,没林,2024-04-27,19.5,12.6,27.3,,1.1,47.1,11.8,27.82,0
131,没林,2024-04-28,20.9,11.6,28.5,,.9,44.8,11.3,24.15,6.4
131,没林,2024-04-29,18.8,16.6,21,1.3,1.7,62,0,7.42,9.8
131,没林,2024-04-30,17.7,15.3,21.7,,1.4,68.4,.3,11.85,9
131,没林,2024-05-01,17.6,13.6,22.4,,1.7,44.5,9.4,24.75,6
131,没林,2024-05-02,18.1,11.5,25,,1.4,43.3,12.2,27.88,0
131,没林,2024-05-03,19.8,11.5,27.6,,1,41.6,12.4,28.82,0
131,没林,2024-05-04,21.7,13.5,28.5,,1,43.6,12.2,28.44,1.9
131,没林,2024-05-05,18.8,17.7,21.8,37.2,1.1,80.4,0,3.32,10
131,没林,2024-05-06,15.2,13.6,17.7,5.4,2.3,83.1,0,4.3,9.6
131,没林,2024-05-07,13.6,11.6,15.7,13.4,1.9,86,0,3.6,9.9
131,没林,2024-05-08,15.3,9.8,20.5,.6,2.2,54.9,11.4,28.69,3.6
131,没林,2024-05-09,17,10.1,23.9,,1.9,47.4,12.5,28.22,0
131,没林,2024-05-10,18.9,12.3,25.8,,1.5,45.3,12.4,28.65,2.1
131,没林,2024-05-11,19.4,14.4,25.6,15.5,1.9,63.5,4.5,16.45,7
131,没林,2024-05-12,17.1,12.5,22.3,1.2,1.5,57.3,11.5,27.59,4.8
131,没林,2024-05-13,18.7,11.8,26,,1.2,46.6,12.9,30.03,0
131,没林,2024-05-14,19.9,12.6,26.7,,1.2,45.3,12.5,29.87,0
131,没林,2024-05-15,14.6,8.6,23.5,14.8,1.7,65.5,7.7,20.52,4.9
131,没林,2024-05-16,15.1,8,21.4,2.3,2.1,58,11.6,29.93,2.1
131,没林,2024-05-17,19.9,13,26.2,,1.5,51.9,9.8,26.55,3.4
131,没林,2024-05-18,21.7,14.5,28.6,,1.2,54.5,12.5,29.54,.1
131,没林,2024-05-19,22.5,16.5,29.5,,1.2,57.6,12.4,29.37,.4
131,没林,2024-05-20,20.5,15.5,25.7,,1.1,66.9,4.1,17.5,4.5
131,没林,2024-05-21,21.5,17.7,27.2,,1.4,64.1,8.2,24.06,3.6
131,没林,2024-05-22,22,16.6,27.9,,1.1,64.3,9.4,24.86,5.1
131,没林,2024-05-23,22.4,16.8,29.6,,1.2,57,11.9,29.54,.3
131,没林,2024-05-24,21.3,15.8,27.7,,1.3,66.1,7.9,24.62,5.3
131,没林,2024-05-25,21.2,19.1,23.6,,1.7,45.3,.4,13.6,8.4
131,没林,2024-05-26,21.3,17.2,27.3,32.2,1.2,66.5,4.4,17.57,7.4
131,没林,2024-05-27,19.4,15.3,24.1,.1,2,54.3,11.3,26.98,6
131,没林,2024-05-28,20,14.3,25,,2.6,53.6,9.8,27,3.4
131,没林,2024-05-29,22,15.1,28.6,,1.1,51,12.8,29.63,1.5
131,没林,2024-05-30,22.2,17.6,26.1,0,1.1,52,.7,15.44,8.9
131,没林,2024-05-31,22,18.2,27.4,,1.7,47.1,12.7,31.6,3.4
131,没林,2024-06-01,20.7,17.8,25.2,,1.9,55.1,8.1,26.25,4.4
131,没林,2024-06-02,21.3,15.5,27.3,,1.4,47.5,12.9,30.48,1.6
131,没林,2024-06-03,22.3,15.8,27.7,,1.6,48.3,13.3,31.72,1.9
131,没林,2024-06-04,23.2,16.7,28.8,,1.7,42,13.5,32.43,0
131,没林,2024-06-05,23.4,17.4,29.8,,1.3,52.1,7.6,25.04,5.4
131,没林,2024-06-06,23.9,18.8,30.1,,1.3,54,9.4,25.37,5
131,没林,2024-06-07,23.8,18.6,28.6,0,1.2,52.8,5,22,7.9
131,没林,2024-06-08,21.2,18.6,26.3,2.5,1.1,77,3.3,11.43,7.3
131,没林,2024-06-09,24.2,19.7,30.2,,1.1,64,8.3,24.29,4.3
131,没林,2024-06-10,25.1,18.7,31.5,,1.9,60.1,8.7,26.63,2.3
131,没林,2024-06-11,26.4,21.2,32.5,,1.3,54.9,11.2,28.5,1.4
131,没林,2024-06-12,26.1,20.4,33.4,,1.4,47.4,12.8,31.12,1.5
131,没林,2024-06-13,26.6,19.6,33.7,,1.2,46.6,12.6,30.11,1.1
131,没林,2024-06-14,27.2,21.7,32.7,0,1.3,47,11.8,27.81,5.4
131,没林,2024-06-15,25.2,22.3,28.8,1.4,1.2,63.1,2.6,17.6,7.1
131,没林,2024-06-16,25.3,20.7,30.4,,1.7,52.1,11,30.42,3
131,没林,2024-06-17,25.2,19.3,29.9,,1.2,48.3,6.5,23.26,6.5
131,没林,2024-06-18,26.6,19.2,34.4,,1.3,47.6,13.2,30.98,0
131,没林,2024-06-19,28.5,21.2,36.3,,1.4,49.5,11.4,28.45,5.8
131,没林,2024-06-20,27.3,22.5,32.7,,1.5,44,6.5,21.29,5.5
131,没林,2024-06-21,27.3,21.2,33.3,,1.2,51.5,11.5,27.84,6.3
131,没林,2024-06-22,23.8,22.4,26.1,27.7,1.2,82.5,0,3.09,10
131,没林,2024-06-23,25.3,23.1,29.4,4.1,1.6,78.8,3.6,13.47,8
131,没林,2024-06-24,25.5,21,30.4,0,2,66,5.2,22.03,7.3
131,没林,2024-06-25,23.5,19.1,29.4,,1.8,57.1,7,23.52,7.6
131,没林,2024-06-26,25,19.7,30.7,,1.2,57.5,11.5,28.82,3.6
131,没林,2024-06-27,25,20.8,29.6,,1.1,57.8,3.6,17.59,5.4
131,没林,2024-06-28,26.2,19.2,33,,1.2,50.9,13,30.88,2.4
131,没林,2024-06-29,26.2,23.1,31.5,44.9,1.5,68.5,2.3,16.52,8.9
131,没林,2024-06-30,25.9,24.2,29.6,4.1,2.3,78.4,1.4,12.69,9.4
131,没林,2024-07-01,27.5,22.7,32.4,,1.1,63,7.8,25.02,5.8
131,没林,2024-07-02,24.9,22.3,26.8,76.8,1.1,81.3,0,2.45,9.8
131,没林,2024-07-03,26.4,24.2,29.7,6.1,2.1,74.6,2.3,14.89,8.9
131,没林,2024-07-04,28.5,23.8,32.9,,1.9,64.9,9.6,26.86,5.5
131,没林,2024-07-05,26.9,24.2,30.5,2.3,2.6,64.9,5.4,23.65,7.6
131,没林,2024-07-06,28.3,23.7,32.3,0,2.1,70.1,1.4,15.46,8.8
131,没林,2024-07-07,24.8,22,28.1,95.7,1.1,89.3,0,3.4,9.9
131,没林,2024-07-08,24.5,23.2,25.8,116.1,1.2,89.3,0,3.81,10
131,没林,2024-07-09,24.2,23.1,25.7,12.9,.9,88.1,0,5.11,10
131,没林,2024-07-10,25.7,21.8,29.3,83.4,2,76.8,3.9,21.05,9
131,没林,2024-07-11,25.9,23.1,29.6,.4,1.5,77.3,3.5,18.95,8.1
131,没林,2024-07-12,26.8,23.1,31.7,,1.3,71.9,4.9,19.36,4.4
131,没林,2024-07-13,27.5,24.3,32.9,.4,1.1,71.4,7.5,24.81,4.1
131,没林,2024-07-14,27.2,25.2,30.7,,2.2,67,1.4,16.2,6.8
131,没林,2024-07-15,28.1,25,31.7,,2,64,6.5,22.31,6.6
131,没林,2024-07-16,25.6,23,29.2,41.2,1.3,80.1,1.1,8.64,8.4
131,没林,2024-07-17,27.9,23,31.3,8.4,1.4,73.9,.5,14.25,9.1
131,没林,2024-07-18,26.4,24.2,28.2,32.7,1.8,80.9,0,2.23,9.6
131,没林,2024-07-19,27,24.8,31,.4,1.4,77.4,4.7,18.54,7.3
131,没林,2024-07-20,27.6,24.6,31.6,13.6,1.5,77,5.1,15.85,8
131,没林,2024-07-21,28.6,25.1,32.5,0,2.3,73.9,5,20.52,6.1
131,没林,2024-07-22,30.1,27.5,32.8,0,1.9,67.3,2.5,16.06,8.1
131,没林,2024-07-23,27.8,26.7,29.7,6.6,2,79.8,0,6.09,9
131,没林,2024-07-24,29.2,26.4,33.4,4,1.1,76.9,3.9,17.79,5.6
131,没林,2024-07-25,29.8,25.7,34.9,17.6,1,71.8,7,21.25,6.5
131,没林,2024-07-26,29.8,25.7,35.1,.3,1.5,71.5,7,21.02,7.5
131,没林,2024-07-27,29.4,27.6,33.1,1.7,1.2,75,.9,16.04,8.6
131,没林,2024-07-28,30.8,28,34.9,,1.8,66,8.1,25.02,6.5
131,没林,2024-07-29,29.2,27.2,32.5,,2.2,70.9,3.1,17.95,5.3
131,没林,2024-07-30,29.3,27,33.3,,1.8,71.3,4.2,18.04,6.4
131,没林,2024-07-31,30.3,27.2,35.3,,1.5,68.6,5.7,22.31,4.9
131,没林,2024-08-01,30.7,27.8,34.7,,1.6,69.4,6.1,21.1,4.1
131,没林,2024-08-02,31.2,28.6,34.4,,1.8,71.3,5.8,21.06,6.4
131,没林,2024-08-03,31.5,28.2,35.8,0,1.4,68.3,8.3,24.67,3.9
131,没林,2024-08-04,31.5,27.2,37,0,1.1,68.1,5.8,18.68,4.4
131,没林,2024-08-05,29.7,24,36.2,59.4,1.4,71.5,5.9,20.36,6.5
131,没林,2024-08-06,29.5,24.7,33.7,,1.7,70.5,9.5,23.64,3.5
131,没林,2024-08-07,30.5,26.8,34.7,0,1.2,67.8,7,20.97,4.5
131,没林,2024-08-08,28.4,26.8,30.8,0,1.2,76.1,.6,11.25,7.9
131,没林,2024-08-09,30,26.1,34.7,,1.3,66.6,8.1,23.6,3.8
131,没林,2024-08-10,30.5,26.2,35.4,0,1.1,67,8.7,22.87,3.5
131,没林,2024-08-11,31,27.2,35.7,,1.2,62.3,10.7,26.11,2.3
131,没林,2024-08-12,31,26.7,36.3,20.4,1.2,67.1,8,19.54,4.6
131,没林,2024-08-13,30.6,26.7,35.6,0,1.5,64.9,9.6,25.03,5
131,没林,2024-08-14,30.8,26.7,35.2,,1.2,62.4,9.8,23.01,2.9
131,没林,2024-08-15,30.4,27,34.4,0,1.3,60.5,5.3,18.12,3.1
131,没林,2024-08-16,30.4,26.7,34.2,0,1.2,58.5,7,18.04,4.6
131,没林,2024-08-17,30.7,27.3,34.7,,1.1,59.9,7,19.64,5.5
131,没林,2024-08-18,30.6,26.8,35.5,,1.2,63.8,9.2,22.95,4.1
131,没林,2024-08-19,31.2,26.7,35.2,.1,1.3,60.4,11.8,27.29,3.4
131,没林,2024-08-20,30.7,27.7,36.4,12.8,1.8,69,4.7,16.81,7.4
131,没林,2024-08-21,29.2,27.2,32.7,13,1.2,79.3,1.8,8.55,8.3
131,没林,2024-08-22,29.1,26.6,33.6,1.3,1.8,75.4,4,13.76,7.6
131,没林,2024-08-23,28.2,25.2,32.1,3.1,1.2,75.6,4.5,16.98,4.9
131,没林,2024-08-24,28.6,25.8,32.7,3,1,73.6,6.3,19.1,5.1
131,没林,2024-08-25,29,25.2,33.7,,.9,70.6,6.1,20.56,3.3
131,没林,2024-08-26,28.8,25.7,31.6,0,.9,73.9,.8,10.72,7.1
131,没林,2024-08-27,26.9,25.8,28.2,0,2.4,75,.1,6.38,7.5
131,没林,2024-08-28,28,22.7,32.8,,2.6,59.8,9.1,21.84,1.3
131,没林,2024-08-29,28.3,23.6,33.8,,3.8,61.6,10.3,24.4,2
131,没林,2024-08-30,28.1,23.8,34.2,,2.3,63.5,11.3,25.28,1.9
131,没林,2024-08-31,27.7,23.3,32.1,,1.3,64.9,9.3,23,3
131,没林,2024-09-01,27.8,24.7,32.5,,1.2,65.5,6.2,21.05,3.4
131,没林,2024-09-02,26.1,21.9,29.4,2.9,1.2,67,1.2,10.21,7.1
131,没林,2024-09-03,27.5,23.3,32.1,,2.3,56.4,8.9,22.75,4.9
131,没林,2024-09-04,27.9,22.2,33.4,,1.2,51.4,11.5,24.79,1.3
131,没林,2024-09-05,27.7,24.6,32.9,0,1.6,66.1,5.9,19.12,5.3
131,没林,2024-09-06,26.3,24.2,29.1,1.2,1.2,78.6,0,5.3,8.8
131,没林,2024-09-07,27.5,24.2,32.4,,1,68.6,5,18.42,6.4
131,没林,2024-09-08,27.9,23.7,33.6,,1.1,66.1,9.8,23.68,2.5
131,没林,2024-09-09,29.6,25.7,34.7,,1.1,63.6,7.7,18.68,4.6
131,没林,2024-09-10,30.4,26.2,36.2,,1.2,59.5,11.5,23.56,.5
131,没林,2024-09-11,28.4,26,33.9,7.9,1,74.5,.5,10.92,7.4
131,没林,2024-09-12,26.7,25,29.6,56.5,.8,84.8,0,5.59,8.8
131,没林,2024-09-13,28.4,24.5,33.1,,1.3,73.6,3.4,16.68,8.1
131,没林,2024-09-14,29.1,26.5,33.4,0,1.3,72.9,5.7,18.37,5.6
131,没林,2024-09-15,30.2,26.2,35.5,,1.9,64.9,9.2,20.11,3.8
131,没林,2024-09-16,29,26.1,31.7,0,1.8,63.1,4.3,15.39,6.4
131,没林,2024-09-17,30.3,26.5,34.9,,1.1,68.5,8.1,19.85,5.4
131,没林,2024-09-18,28.8,24.7,34.2,58,1.2,76.4,3.8,15.28,7.1
131,没林,2024-09-19,,24.7,32.5,,,,,,
131,没林,2024-09-20,26.8,25.4,28.9,48.3,.9,85.9,.1,2.63,9.5
131,没林,2024-09-21,20.2,19.5,25.7,153,2.8,88.6,0,1.75,10
131,没林,2024-09-22,21.7,18.3,26.2,.2,2.8,70.5,2.3,13.56,7.8
131,没林,2024-09-23,21.5,17.6,26.3,,2.4,54.5,9.1,20.98,2.4
131,没林,2024-09-24,21.6,15.6,27.3,,1.4,58.6,9.9,21.93,3.4
131,没林,2024-09-25,24.2,19.9,28.6,,.9,65.4,3.8,15.85,7.6
131,没林,2024-09-26,24.9,21.8,29.6,,1.1,67.5,5.9,18.07,5.8
131,没林,2024-09-27,23.9,20.6,28.6,,1.4,67.6,6.3,16.61,3.1
131,没林,2024-09-28,24,19.7,28.7,,2.2,62.6,5.3,15.97,3.9
131,没林,2024-09-29,23.6,19.3,28.4,,1.8,57.3,8.2,18.87,3.1
131,没林,2024-09-30,22.4,16.8,27.9,,1.2,55.9,8.8,18.95,2
131,没林,2024-10-01,18.4,15.1,20.7,1.4,1.2,69.1,0,2.85,7.3
131,没林,2024-10-02,15.7,12.3,20.5,,1.4,48.6,7.8,19.37,2.9
131,没林,2024-10-03,13.3,10.5,16,3.6,1.6,78.8,0,4.19,5.1
131,没林,2024-10-04,15.8,10.8,22.9,,1.1,74,6.6,16.79,3.9
131,没林,2024-10-05,17.5,11.6,23.7,,1.2,68,9,17.85,4
131,没林,2024-10-06,16.5,14,18.8,.1,1.3,79.3,0,4.8,9.4
131,没林,2024-10-07,17.6,15.6,20.1,.9,.8,78.1,.2,7.69,8.4
131,没林,2024-10-08,17.2,13.8,22.3,0,1.1,75.5,5,11.89,5.3
131,没林,2024-10-09,19.1,13.9,24.4,,1.2,62.5,8.5,17.82,3.5
131,没林,2024-10-10,18,15.1,23.9,3.2,.9,70,6.5,15.22,3.9
131,没林,2024-10-11,17.9,13.1,24.3,,.8,72,7.6,16.95,1.9
131,没林,2024-10-12,17.8,13,24.2,,.7,67.3,9.7,17.79,0
131,没林,2024-10-13,18.5,12.3,24.1,,1.2,64.1,5,12.78,5.1
131,没林,2024-10-14,18.4,17.3,19.6,5,1.1,80.6,0,3.1,9.3
131,没林,2024-10-15,18.9,17.2,20.5,11.6,.7,88.3,0,2.81,9.3
131,没林,2024-10-16,19.4,16.7,23.9,,1,79,3.8,10.89,7
131,没林,2024-10-17,19.1,14.3,25.6,,1.4,73.8,5.8,13.51,5.5
131,没林,2024-10-18,19.5,17.6,22.5,69.5,.7,84.5,0,2.24,9.6
131,没林,2024-10-19,17.5,13.8,22,6.3,2.3,80.1,0,2.61,9.4
131,没林,2024-10-20,13.9,11.5,17.5,,3.6,52.5,7.4,15.5,4.3
131,没林,2024-10-21,14.7,9,19.4,0,1.2,70.9,1.8,8.25,8.3
131,没林,2024-10-22,17.2,15.6,18.8,9.3,.9,89,0,2.25,10
131,没林,2024-10-23,14.8,12.1,18.8,.8,2.1,63.6,4.3,11.75,5.8
131,没林,2024-10-24,13.3,8.6,19,,1.4,66.3,9.6,16.5,0
